    det/mc	                expt	              stream	                tier	files	events	size	TB	size/event	MB
  detector	                 ALL	               study	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	             physics	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                test	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	              fardet	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	             neardet	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                 ALL	          root-tuple	271810	43677015	 6.936	TB	 0.159	MB
  detector	        protodune-sp	                out1	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               noise	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                test	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	             cosmics	          root-tuple	139856	6960413	 0.830	TB	 0.119	MB
  detector	        protodune-sp	         calibration	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	             physics	          root-tuple	131954	36716602	 6.106	TB	 0.166	MB
  detector	        protodune-sp	                out2	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	            pedestal	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               study	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                 311	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	        311_dp_light	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	             iceberg	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-sp	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	   vd-coldbox-bottom	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	          hd-coldbox	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-hd	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-vd	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                 ALL	          root-tuple	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	           root-hist	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	         decoded-raw	90052	13792301	252.004	TB	18.271	MB
  detector	                 ALL	                out1	         decoded-raw	4022	463437	21.268	TB	45.891	MB
  detector	                 ALL	               noise	         decoded-raw	10485	1496271	40.342	TB	26.962	MB
  detector	                 ALL	                test	         decoded-raw	10563	3144120	22.299	TB	 7.092	MB
  detector	                 ALL	             cosmics	         decoded-raw	15106	1612985	39.725	TB	24.628	MB
  detector	                 ALL	         calibration	         decoded-raw	2388	1490233	 3.327	TB	 2.232	MB
  detector	                 ALL	             physics	         decoded-raw	44362	2541007	125.021	TB	49.201	MB
  detector	                 ALL	                out2	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	            pedestal	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               study	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	             physics	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	                test	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	              fardet	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	             neardet	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                 ALL	         decoded-raw	90052	13792301	252.004	TB	18.271	MB
  detector	        protodune-sp	                out1	         decoded-raw	4022	463437	21.268	TB	45.891	MB
  detector	        protodune-sp	               noise	         decoded-raw	10485	1496271	40.342	TB	26.962	MB
  detector	        protodune-sp	                test	         decoded-raw	10563	3144120	22.299	TB	 7.092	MB
  detector	        protodune-sp	             cosmics	         decoded-raw	15106	1612985	39.725	TB	24.628	MB
  detector	        protodune-sp	         calibration	         decoded-raw	2388	1490233	 3.327	TB	 2.232	MB
  detector	        protodune-sp	             physics	         decoded-raw	44362	2541007	125.021	TB	49.201	MB
  detector	        protodune-sp	                out2	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	            pedestal	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               study	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	                 311	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	        311_dp_light	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	             iceberg	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-sp	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	   vd-coldbox-bottom	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	          hd-coldbox	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-hd	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-vd	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                 ALL	         decoded-raw	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	            sam-user	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	        pandora_info	202181	17546936	114.596	TB	 6.531	MB
  detector	                 ALL	                out1	        pandora_info	3	0	 0.003	TB	-1.000	MB
  detector	                 ALL	               noise	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                test	        pandora_info	220	30393	 0.202	TB	 6.635	MB
  detector	                 ALL	             cosmics	        pandora_info	116561	6569899	39.364	TB	 5.992	MB
  detector	                 ALL	         calibration	        pandora_info	388	25699	 0.172	TB	 6.678	MB
  detector	                 ALL	             physics	        pandora_info	85009	10920945	74.856	TB	 6.854	MB
  detector	                 ALL	                out2	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	            pedestal	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               study	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	             physics	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	                test	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	              fardet	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	             neardet	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                 ALL	        pandora_info	202181	17546936	114.596	TB	 6.531	MB
  detector	        protodune-sp	                out1	        pandora_info	3	0	 0.003	TB	-1.000	MB
  detector	        protodune-sp	               noise	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                test	        pandora_info	220	30393	 0.202	TB	 6.635	MB
  detector	        protodune-sp	             cosmics	        pandora_info	116561	6569899	39.364	TB	 5.992	MB
  detector	        protodune-sp	         calibration	        pandora_info	388	25699	 0.172	TB	 6.678	MB
  detector	        protodune-sp	             physics	        pandora_info	85009	10920945	74.856	TB	 6.854	MB
  detector	        protodune-sp	                out2	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	            pedestal	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               study	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	                 311	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	        311_dp_light	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	             iceberg	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-sp	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	   vd-coldbox-bottom	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	          hd-coldbox	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-hd	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-vd	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                 ALL	        pandora_info	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                 ALL	   reco-recalibrated	144636	14245862	466.876	TB	32.773	MB
  detector	                 ALL	                out1	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               noise	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	                test	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	             cosmics	   reco-recalibrated	70360	4747451	106.673	TB	22.470	MB
  detector	                 ALL	         calibration	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	             physics	   reco-recalibrated	74276	9498411	360.203	TB	37.922	MB
  detector	                 ALL	                out2	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	            pedestal	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                 ALL	               study	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	             physics	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                test	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	              fardet	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	             neardet	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                 ALL	   reco-recalibrated	144636	14245862	466.876	TB	32.773	MB
  detector	        protodune-sp	                out1	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               noise	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	                test	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	             cosmics	   reco-recalibrated	70360	4747451	106.673	TB	22.470	MB
  detector	        protodune-sp	         calibration	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	             physics	   reco-recalibrated	74276	9498411	360.203	TB	37.922	MB
  detector	        protodune-sp	                out2	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	            pedestal	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-sp	               study	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        protodune-dp	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	                 311	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	        311_dp_light	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	             iceberg	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-sp	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	   vd-coldbox-bottom	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	      vd-coldbox-top	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	          hd-coldbox	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-hd	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	           fardet-vd	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	dc4-vd-coldbox-bottom	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
  detector	  dc4-vd-coldbox-top	                 ALL	   reco-recalibrated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                 ALL	                 ALL	7695903	746472598	10378.480	TB	13.903	MB
        mc	                 ALL	                out1	                 ALL	7401346	305040088	10301.446	TB	33.771	MB
        mc	                 ALL	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	             physics	                 ALL	294557	441432510	77.034	TB	 0.175	MB
        mc	                 ALL	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                 ALL	                 ALL	1167952	43798807	1540.003	TB	35.161	MB
        mc	             physics	                out1	                 ALL	1167937	43798657	1540.002	TB	35.161	MB
        mc	             physics	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             physics	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             physics	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             physics	             physics	                 ALL	15	150	 0.002	TB	10.528	MB
        mc	             physics	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             physics	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             physics	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                test	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	                 ALL	                 ALL	202062	39760255	14.252	TB	 0.358	MB
        mc	              fardet	                out1	                 ALL	202062	39760255	14.252	TB	 0.358	MB
        mc	              fardet	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	                 ALL	                 ALL	73191	428171895	76.176	TB	 0.178	MB
        mc	             neardet	                out1	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	             physics	                 ALL	73191	428171895	76.176	TB	 0.178	MB
        mc	             neardet	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	                 ALL	                 ALL	4569076	74322629	6693.574	TB	90.061	MB
        mc	        protodune-sp	                out1	                 ALL	4347725	61062164	6692.717	TB	109.605	MB
        mc	        protodune-sp	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	             physics	                 ALL	221351	13260465	 0.857	TB	 0.065	MB
        mc	        protodune-sp	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-dp	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 311	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	        311_dp_light	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	             iceberg	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	                 ALL	                 ALL	283882	71497410	171.612	TB	 2.400	MB
        mc	           fardet-sp	                out1	                 ALL	283882	71497410	171.612	TB	 2.400	MB
        mc	           fardet-sp	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	   vd-coldbox-bottom	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	      vd-coldbox-top	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	          hd-coldbox	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	                 ALL	                 ALL	40474	29845960	45.097	TB	 1.511	MB
        mc	           fardet-hd	                out1	                 ALL	40474	29845960	45.097	TB	 1.511	MB
        mc	           fardet-hd	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	                 ALL	                 ALL	1359266	59075642	1837.767	TB	31.109	MB
        mc	           fardet-vd	                out1	                 ALL	1359266	59075642	1837.767	TB	31.109	MB
        mc	           fardet-vd	               noise	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	                test	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	             cosmics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	         calibration	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	             physics	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	                out2	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	            pedestal	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	               study	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	dc4-vd-coldbox-bottom	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	  dc4-vd-coldbox-top	                 ALL	                 ALL	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                 ALL	           simulated	478624	452237510	358.215	TB	 0.792	MB
        mc	                 ALL	                out1	           simulated	412033	44818875	282.066	TB	 6.293	MB
        mc	                 ALL	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                test	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	             physics	           simulated	66591	407418635	76.149	TB	 0.187	MB
        mc	                 ALL	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	               study	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                 ALL	           simulated	209971	5058620	267.814	TB	52.942	MB
        mc	             physics	                out1	           simulated	209971	5058620	267.814	TB	52.942	MB
        mc	             physics	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                test	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	             physics	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             physics	               study	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                test	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	                 ALL	           simulated	202062	39760255	14.252	TB	 0.358	MB
        mc	              fardet	                out1	           simulated	202062	39760255	14.252	TB	 0.358	MB
        mc	              fardet	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	                test	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	             physics	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	               study	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	                 ALL	           simulated	66591	407418635	76.149	TB	 0.187	MB
        mc	             neardet	                out1	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	               noise	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	                test	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	             cosmics	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	         calibration	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	             physics	           simulated	66591	407418635	76.149	TB	 0.187	MB
        mc	             neardet	                out2	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	            pedestal	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	               study	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-dp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 311	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	        311_dp_light	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	             iceberg	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	   vd-coldbox-bottom	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	      vd-coldbox-top	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	          hd-coldbox	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-hd	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-vd	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	dc4-vd-coldbox-bottom	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	  dc4-vd-coldbox-top	                 ALL	           simulated	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                 ALL	                 raw	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                 ALL	   hit-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                 ALL	  full-reconstructed	3415159	124527586	5859.203	TB	47.051	MB
        mc	                 ALL	                out1	  full-reconstructed	3415159	124527586	5859.203	TB	47.051	MB
        mc	                 ALL	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 ALL	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                 ALL	  full-reconstructed	633196	24927803	734.940	TB	29.483	MB
        mc	             physics	                out1	  full-reconstructed	633196	24927803	734.940	TB	29.483	MB
        mc	             physics	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             physics	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                test	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	              fardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             neardet	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	                 ALL	  full-reconstructed	1490771	17450292	3092.578	TB	177.222	MB
        mc	        protodune-sp	                out1	  full-reconstructed	1490771	17450292	3092.578	TB	177.222	MB
        mc	        protodune-sp	               noise	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	                test	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	             cosmics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	         calibration	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	             physics	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	                out2	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	            pedestal	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-sp	               study	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        protodune-dp	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	                 311	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	        311_dp_light	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	             iceberg	                 ALL	  full-reconstructed	0	0	 0.000	TB	 0.000	MB
        mc	           fardet-sp	                 ALL	  full-reconstructed	279219	45815385	169.243	TB	 3.694	MB
        mc	           fardet-sp	                out1	  full-reconstructed	279219	45815385	169.243	TB	 3.694	MB
